surrogate_key_captura_apontamento_horas,data_apontamento,codigo_matricula_colaborador_apontado,codigo_filial_apontada,codigo_projeto_apontado,codigo_cliente_projeto,codigo_segmento_mercado,indicador_tipo_hora_trabalhada,quantidade_horas_trabalhadas,tipo_despesa_apontada,valor_despesa_apontada
9620,05/01/2023,95,M1,104,1,5,HE,7.38,5,148.94
9621,20/01/2023,123,F3,129,97,5,HN,4.48,4,74.39
9622,18/01/2023,461,M1,85,55,5,HE,7.67,4,115.56
9623,20/01/2023,583,F2,179,2,6,HN,1.64,4,20.49
9624,09/01/2023,739,F3,49,64,2,HE,2.46,4,144.72
9625,04/01/2023,794,F2,189,7,3,HE,1.73,3,84.74
9626,14/01/2023,843,M1,12,30,7,HE,7.47,4,52.35
9627,30/01/2023,434,F2,180,69,4,HE,7.92,2,83.77
9628,04/01/2023,780,M1,16,95,3,HN,1.42,3,116.69
9629,25/01/2023,21,F3,93,54,1,HE,7.59,4,39.33
9630,12/01/2023,537,F3,5,48,3,HE,3.11,4,3.77
9631,20/01/2023,364,F2,7,18,7,HN,4.12,4,4.27
9632,08/01/2023,826,F2,46,95,6,HN,5.26,4,88.82
9633,26/01/2023,948,M1,70,78,5,HN,7.56,2,130.41
9634,06/01/2023,248,M1,82,59,1,HN,1.36,4,48.46
9635,18/01/2023,789,M1,95,86,1,HE,3.26,5,99.5
9636,29/01/2023,81,M1,188,2,2,HN,4.32,1,20.83
9637,09/01/2023,378,M1,18,24,7,HE,4.65,1,89.31
9638,17/01/2023,878,F3,250,93,4,HN,3.09,2,39.37
9639,11/01/2023,593,M1,230,21,1,HE,6.43,2,94.5
9640,05/01/2023,950,F3,241,42,5,HE,4.56,2,114.98
9641,03/01/2023,563,M1,157,77,7,HE,5.41,5,97.02
9642,26/01/2023,625,F2,189,55,3,HN,3.57,4,32.91
9643,04/01/2023,639,F2,190,3,4,HN,2.61,2,109.85
9644,05/01/2023,857,F3,241,28,5,HE,1.35,4,33.95
9645,29/01/2023,357,M1,104,25,4,HE,6.61,5,69.06
9646,18/01/2023,644,F2,103,68,7,HE,1.16,1,66.8
9647,05/01/2023,646,M1,36,93,4,HN,5.15,3,142.25
9648,02/01/2023,63,F3,208,70,1,HN,2.23,5,142.3
9649,24/01/2023,182,F2,127,4,7,HN,2.95,1,46.06
9650,12/01/2023,52,M1,68,11,7,HE,2.59,2,45.23
9651,23/01/2023,861,F3,203,68,7,HE,4.44,4,126.14
9652,29/01/2023,322,F3,20,33,1,HE,5.0,5,78.26
9653,01/01/2023,779,F2,136,6,3,HN,1.32,2,32.6
9654,13/01/2023,887,M1,143,61,7,HE,6.95,1,88.89
9655,14/01/2023,517,M1,78,33,6,HE,1.43,1,67.09
9656,22/01/2023,622,M1,148,26,5,HN,2.7,5,52.52
9657,11/01/2023,362,F2,114,61,5,HN,4.88,4,44.21
9658,20/01/2023,275,M1,67,20,5,HE,4.19,3,81.61
9659,07/01/2023,602,M1,76,33,5,HE,3.91,5,94.32
9660,02/01/2023,619,F3,129,49,7,HE,6.66,5,47.99
9661,02/01/2023,48,M1,18,44,7,HE,2.95,1,30.81
9662,06/01/2023,594,F2,123,10,4,HE,6.8,3,101.75
9663,26/01/2023,223,F2,156,96,3,HE,6.74,5,57.88
9664,26/01/2023,673,F2,221,79,5,HE,4.02,4,120.85
9665,27/01/2023,90,F3,175,10,3,HN,5.02,5,23.74
9666,22/01/2023,792,F2,151,14,1,HN,5.07,2,133.11
9667,23/01/2023,655,F3,35,31,5,HN,1.6,3,86.86
9668,01/01/2023,113,F3,147,44,2,HE,7.17,3,21.98
9669,04/01/2023,891,F3,106,52,7,HN,2.39,4,89.24
9670,05/01/2023,161,F2,72,97,3,HE,7.34,5,139.5
9671,05/01/2023,634,F3,149,6,6,HE,5.27,4,70.69
9672,14/01/2023,278,M1,250,30,5,HE,4.22,4,5.26
9673,10/01/2023,732,F3,91,45,2,HE,5.09,4,70.09
9674,25/01/2023,403,M1,163,84,7,HN,5.99,3,12.24
9675,10/01/2023,96,F3,209,52,4,HE,3.65,4,64.15
9676,30/01/2023,147,F2,47,79,4,HN,3.75,2,61.16
9677,07/01/2023,815,M1,123,37,5,HE,5.93,4,114.02
9678,07/01/2023,783,F2,211,87,5,HE,5.04,4,107.52
9679,24/01/2023,24,M1,242,41,4,HN,6.35,3,62.09
9680,06/01/2023,31,F2,99,55,6,HE,7.14,4,21.66
9681,07/01/2023,622,M1,155,51,5,HE,6.4,4,111.17
9682,03/01/2023,776,F3,228,68,3,HE,2.91,1,136.33
9683,05/01/2023,327,F2,78,84,2,HN,7.02,1,115.58
9684,09/01/2023,1,M1,82,63,5,HE,7.87,2,135.8
9685,12/01/2023,58,M1,153,84,7,HN,3.04,3,16.73
9686,23/01/2023,923,F2,144,11,7,HN,1.87,3,90.21
9687,23/01/2023,100,M1,225,31,5,HN,6.31,4,112.89
9688,03/01/2023,84,F2,93,33,3,HE,4.94,4,89.88
9689,07/01/2023,134,F3,88,89,1,HE,5.31,5,104.6
9690,21/01/2023,211,F3,58,55,2,HE,5.27,4,96.92
9691,27/01/2023,796,F3,169,34,5,HE,2.73,4,130.46
9692,13/01/2023,22,M1,102,35,1,HN,7.94,2,21.3
9693,06/01/2023,173,M1,235,22,3,HE,6.46,3,82.13
9694,18/01/2023,74,M1,231,55,2,HN,7.87,1,49.6
9695,26/01/2023,207,F3,250,3,7,HE,1.43,1,22.76
9696,02/01/2023,654,F2,41,35,2,HN,5.95,2,60.96
9697,19/01/2023,250,M1,37,80,1,HN,1.06,1,127.35
9698,27/01/2023,266,F2,213,96,6,HE,2.05,2,8.66
9699,03/01/2023,41,F3,37,24,4,HE,3.96,3,73.36
9700,20/01/2023,632,M1,197,68,1,HN,4.48,1,24.19
9701,11/01/2023,131,M1,73,34,2,HE,6.14,3,112.08
9702,02/01/2023,807,M1,191,31,2,HE,1.69,4,39.06
9703,11/01/2023,739,M1,39,83,7,HN,6.04,4,149.6
9704,23/01/2023,72,M1,237,84,1,HN,6.3,5,81.6
9705,03/01/2023,879,F3,245,32,2,HE,6.36,4,77.94
9706,13/01/2023,654,M1,207,94,6,HN,5.15,1,26.7
9707,25/01/2023,766,M1,89,98,2,HN,2.27,1,24.96
9708,10/01/2023,729,M1,101,87,4,HN,5.7,4,129.42
9709,22/01/2023,883,F2,107,37,3,HN,1.14,1,6.39
9710,15/01/2023,598,F2,223,3,5,HN,4.43,2,19.01
9711,06/01/2023,741,F3,208,27,7,HE,7.8,2,126.54
9712,20/01/2023,262,F2,9,56,2,HE,3.89,3,4.6
9713,14/01/2023,465,F3,219,83,2,HE,2.12,2,131.63
9714,11/01/2023,276,F2,187,73,3,HE,6.8,3,20.96
9715,02/01/2023,303,F3,35,87,4,HE,6.22,2,75.44
9716,26/01/2023,868,F3,121,68,5,HE,5.85,5,19.21
9717,20/01/2023,170,M1,84,87,4,HN,6.91,4,126.2
9718,16/01/2023,436,M1,5,2,5,HN,1.19,4,124.79
9719,24/01/2023,125,F2,145,45,5,HE,1.43,5,102.79
9720,01/01/2023,126,F2,55,42,1,HN,7.36,1,76.87
9721,18/01/2023,803,F2,126,6,7,HN,4.27,3,9.94
9722,07/01/2023,554,M1,50,90,3,HE,3.01,4,62.46
9723,28/01/2023,930,M1,75,74,5,HE,7.41,4,46.62
9724,18/01/2023,508,M1,5,34,2,HN,4.69,5,26.83
9725,19/01/2023,638,M1,23,82,2,HN,1.88,5,20.33
9726,27/01/2023,222,F3,196,26,2,HE,4.03,5,24.61
9727,10/01/2023,555,F3,19,91,4,HN,6.17,5,42.56
9728,17/01/2023,339,M1,249,18,7,HN,5.77,5,68.17
9729,21/01/2023,302,M1,25,43,6,HN,5.71,1,135.7
9730,29/01/2023,705,F3,74,87,7,HE,7.68,5,93.41
9731,01/01/2023,650,F3,5,93,3,HN,1.45,4,15.95
9732,22/01/2023,217,M1,175,35,2,HE,5.54,1,98.85
9733,07/01/2023,184,M1,160,76,3,HN,1.1,4,33.54
9734,04/01/2023,752,F2,226,12,1,HE,5.18,2,69.61
9735,14/01/2023,803,F3,129,11,3,HE,6.54,2,46.28
9736,18/01/2023,663,F2,175,23,5,HN,6.93,2,60.59
9737,16/01/2023,584,M1,138,34,2,HN,3.22,4,43.41
9738,08/01/2023,138,F2,127,22,6,HN,2.1,2,147.36
9739,03/01/2023,808,M1,73,96,4,HE,7.05,1,122.54
9740,29/01/2023,520,F2,208,82,1,HN,2.49,4,13.13
9741,18/01/2023,466,F2,32,69,7,HN,6.14,3,32.83
9742,05/01/2023,516,F2,57,17,4,HE,3.19,3,75.08
9743,29/01/2023,510,F3,122,84,2,HN,4.23,2,18.63
9744,30/01/2023,257,M1,193,3,7,HN,5.07,5,51.46
9745,01/01/2023,263,F2,58,72,2,HE,5.89,3,29.82
9746,19/01/2023,799,M1,122,47,2,HE,3.69,5,28.6
9747,19/01/2023,453,F3,185,38,5,HN,2.94,2,149.54
9748,24/01/2023,419,F2,103,51,4,HE,2.34,5,67.8
9749,14/01/2023,92,M1,111,36,1,HE,1.29,3,3.5
9750,03/01/2023,691,F2,140,52,7,HE,5.02,2,31.14
9751,05/01/2023,960,M1,202,43,1,HE,2.7,3,111.21
9752,10/01/2023,173,M1,105,28,3,HN,4.63,5,28.31
9753,02/01/2023,720,F3,40,90,5,HN,3.69,2,105.67
9754,12/01/2023,731,F2,205,46,5,HE,1.5,4,104.25
9755,25/01/2023,958,M1,118,64,7,HN,6.03,1,99.25
9756,05/01/2023,236,F3,235,40,1,HE,4.95,5,117.43
9757,10/01/2023,143,F2,130,96,7,HE,5.88,2,45.24
9758,24/01/2023,478,F2,68,71,3,HN,1.11,4,122.41
9759,02/01/2023,361,F2,31,46,1,HN,3.37,3,141.96
9760,09/01/2023,283,F3,224,90,2,HE,7.1,1,37.73
9761,27/01/2023,852,M1,145,58,3,HE,1.65,3,23.59
9762,07/01/2023,469,M1,137,95,2,HE,7.41,1,7.37
9763,12/01/2023,380,M1,36,11,3,HN,2.99,5,131.11
9764,19/01/2023,437,M1,170,2,6,HE,4.01,3,50.84
9765,29/01/2023,507,F2,249,71,2,HE,3.19,1,73.72
9766,10/01/2023,603,F2,204,39,4,HE,7.7,4,20.91
9767,12/01/2023,379,M1,43,93,2,HN,1.0,2,148.54
9768,21/01/2023,668,F2,44,57,1,HE,4.5,2,66.1
9769,01/01/2023,502,F3,14,85,1,HN,3.6,4,127.85
9770,27/01/2023,58,F3,9,83,4,HE,2.73,5,7.41
9771,04/01/2023,875,F3,55,91,6,HN,7.09,1,144.25
9772,04/01/2023,547,F2,68,42,7,HE,1.7,4,68.93
9773,18/01/2023,198,F2,229,14,3,HE,3.08,2,125.6
9774,13/01/2023,164,F2,167,34,5,HE,3.19,2,32.59
9775,17/01/2023,472,M1,61,43,1,HN,7.8,5,111.64
9776,02/01/2023,546,F3,216,64,1,HN,5.53,4,9.91
9777,16/01/2023,71,F2,156,19,7,HE,3.51,1,73.42
9778,19/01/2023,450,M1,138,72,6,HN,6.66,4,42.12
9779,14/01/2023,922,M1,42,64,2,HN,4.8,1,119.92
9780,19/01/2023,713,F3,179,66,6,HE,1.55,5,108.68
9781,12/01/2023,255,F2,183,64,4,HE,2.75,5,142.81
9782,07/01/2023,821,F3,46,67,3,HN,3.11,5,52.67
9783,03/01/2023,944,M1,196,93,6,HE,7.15,5,6.72
9784,12/01/2023,234,M1,184,92,7,HE,1.19,3,31.3
9785,10/01/2023,905,F3,238,24,1,HE,4.15,4,110.22
9786,02/01/2023,517,F3,232,56,4,HN,1.54,5,36.35
9787,25/01/2023,360,F3,5,92,2,HN,3.33,1,13.41
9788,17/01/2023,338,M1,213,62,3,HN,6.02,4,121.58
9789,06/01/2023,474,F2,185,60,1,HE,6.61,4,34.23
9790,30/01/2023,171,M1,231,59,4,HE,5.33,1,111.32
9791,29/01/2023,73,F2,94,58,4,HE,3.8,1,60.44
9792,19/01/2023,64,F3,181,82,7,HE,6.62,4,10.31
9793,03/01/2023,487,M1,227,27,1,HN,6.72,1,144.81
9794,05/01/2023,898,F3,154,22,2,HE,1.64,3,1.32
9795,06/01/2023,37,F2,47,83,4,HE,7.07,1,71.51
9796,12/01/2023,19,F3,39,11,6,HN,3.96,4,8.03
9797,30/01/2023,843,F2,16,37,2,HE,4.47,1,107.19
9798,13/01/2023,10,F2,16,73,4,HN,1.49,2,113.9
9799,14/01/2023,676,F2,51,3,6,HN,5.59,2,69.92
9800,06/01/2023,45,F3,119,93,5,HE,2.67,1,31.1
9801,11/01/2023,656,F3,210,87,2,HN,7.81,2,119.5
9802,20/01/2023,475,M1,162,76,2,HE,1.03,5,97.13
9803,07/01/2023,914,M1,88,77,4,HE,6.22,5,73.53
9804,10/01/2023,373,M1,146,30,7,HN,4.02,5,81.51
9805,23/01/2023,442,M1,120,62,2,HN,3.74,1,95.5
9806,25/01/2023,44,M1,175,55,3,HN,7.32,4,138.39
9807,17/01/2023,841,F3,160,80,3,HE,4.06,3,110.37
9808,26/01/2023,244,F2,59,75,5,HE,2.66,5,97.39
9809,16/01/2023,247,M1,180,73,3,HE,3.79,1,131.05
9810,04/01/2023,352,F3,52,32,1,HN,5.59,1,89.63
9811,10/01/2023,906,F3,211,44,5,HN,7.62,3,5.77
9812,28/01/2023,50,M1,1,75,6,HN,2.85,4,52.36
9813,29/01/2023,953,M1,219,46,4,HE,5.18,5,20.21
9814,03/01/2023,321,F3,103,88,1,HE,1.31,5,123.74
9815,13/01/2023,372,M1,93,73,4,HE,2.48,4,72.11
9816,20/01/2023,37,F3,136,45,1,HE,3.78,2,71.39
9817,27/01/2023,573,F3,40,24,4,HN,6.55,5,86.24
9818,23/01/2023,276,F3,63,80,5,HN,2.78,5,88.32
9819,18/01/2023,852,F3,172,47,1,HE,6.12,4,79.6
9820,09/01/2023,662,F2,225,60,5,HE,2.07,5,126.6
9821,27/01/2023,862,M1,242,31,4,HN,7.58,5,137.16
9822,13/01/2023,648,M1,112,75,6,HE,4.13,1,23.45
9823,23/01/2023,682,F3,60,22,6,HE,2.31,3,63.92
9824,15/01/2023,681,F2,183,33,1,HN,1.19,2,69.75
9825,13/01/2023,857,F2,54,89,3,HE,2.63,4,66.61
9826,10/01/2023,360,F2,70,13,1,HN,3.2,3,113.34
9827,03/01/2023,114,M1,60,50,5,HN,6.74,5,52.51
9828,27/01/2023,325,F3,189,55,5,HE,5.94,5,66.2
9829,23/01/2023,634,F3,195,100,5,HE,5.96,3,35.05
9830,08/01/2023,867,F3,91,1,4,HN,7.95,4,121.95
9831,27/01/2023,502,M1,115,70,3,HN,3.31,2,69.85
9832,26/01/2023,141,F3,142,97,6,HE,4.03,4,6.59
9833,08/01/2023,689,F3,30,67,1,HN,2.57,4,127.31
9834,30/01/2023,760,M1,98,14,5,HE,4.75,4,4.3
9835,13/01/2023,508,M1,217,41,4,HN,1.19,1,134.77
9836,05/01/2023,911,F2,237,51,6,HE,3.72,4,37.47
9837,22/01/2023,689,F3,247,22,6,HN,2.97,5,45.64
9838,02/01/2023,206,M1,63,37,5,HN,7.56,4,19.7
9839,11/01/2023,634,F2,239,39,1,HN,1.15,1,148.05
9840,21/01/2023,676,F3,201,50,6,HN,2.69,1,30.7
9841,17/01/2023,637,F3,241,3,4,HE,7.72,2,134.88
9842,23/01/2023,810,M1,34,58,5,HE,6.64,5,111.14
9843,15/01/2023,163,F2,83,4,5,HN,3.2,5,80.71
9844,06/01/2023,718,F2,105,36,5,HE,1.8,1,143.84
9845,08/01/2023,326,M1,226,24,3,HE,2.18,4,22.05
9846,01/01/2023,279,M1,27,40,3,HE,2.49,2,100.54
9847,25/01/2023,768,F2,40,49,7,HN,7.67,4,13.82
9848,20/01/2023,844,F3,32,43,3,HE,3.04,1,35.37
9849,04/01/2023,412,F3,68,79,4,HE,7.71,2,98.61
9850,20/01/2023,355,F2,75,58,6,HE,5.57,1,7.16
9851,27/01/2023,212,F3,12,72,5,HN,4.45,5,104.73
9852,20/01/2023,227,F3,210,57,5,HN,1.55,1,38.91
9853,14/01/2023,531,M1,12,82,7,HN,3.08,4,139.27
9854,13/01/2023,512,M1,17,35,4,HE,7.37,2,69.38
9855,29/01/2023,555,M1,34,44,2,HN,1.33,5,66.14
9856,28/01/2023,388,M1,118,77,7,HN,7.74,5,31.46
9857,02/01/2023,365,F3,17,53,3,HN,1.13,2,8.89
9858,21/01/2023,404,M1,39,48,7,HE,7.66,5,36.81
9859,30/01/2023,34,F3,73,49,1,HN,6.29,2,81.64
9860,07/01/2023,676,F2,18,11,7,HE,4.91,3,126.38
9861,20/01/2023,656,F3,29,70,4,HN,4.07,2,102.4
9862,06/01/2023,120,M1,5,38,5,HN,7.89,1,109.61
9863,09/01/2023,196,F3,33,44,4,HN,7.24,2,66.69
9864,22/01/2023,574,F3,220,70,3,HN,3.58,3,95.82
9865,21/01/2023,868,F3,111,82,2,HE,6.21,3,62.21
9866,18/01/2023,524,M1,61,80,3,HE,1.58,5,72.43
9867,25/01/2023,945,F2,227,100,2,HN,5.35,5,143.69
9868,06/01/2023,722,F2,171,29,3,HE,5.11,3,94.52
9869,06/01/2023,953,F3,193,37,4,HE,7.95,2,18.62
9870,07/01/2023,501,M1,30,93,5,HN,6.26,4,51.17
9871,03/01/2023,443,F2,192,93,4,HE,6.66,4,8.03
9872,24/01/2023,50,F2,206,29,7,HE,3.83,5,28.46
9873,20/01/2023,276,F3,163,92,3,HE,1.48,1,7.68
9874,07/01/2023,783,M1,2,31,4,HN,4.96,2,41.33
9875,07/01/2023,603,M1,171,50,1,HE,6.5,5,35.69
9876,03/01/2023,732,F2,156,47,6,HN,5.43,5,55.37
9877,28/01/2023,46,F3,113,80,6,HE,2.52,5,4.31
9878,19/01/2023,104,F3,61,43,6,HE,6.67,1,57.58
9879,15/01/2023,714,F3,29,54,5,HE,6.65,4,94.55
9880,16/01/2023,436,F2,189,56,6,HN,2.06,3,53.3
9881,13/01/2023,423,M1,3,1,6,HE,4.22,4,63.69
9882,26/01/2023,921,M1,76,8,7,HE,3.87,4,121.02
9883,04/01/2023,445,F2,162,90,1,HE,7.38,2,138.33
9884,30/01/2023,373,F2,181,44,2,HN,2.68,3,91.33
9885,20/01/2023,71,M1,141,98,7,HN,7.08,5,91.89
9886,26/01/2023,454,M1,76,42,6,HN,1.29,1,96.99
9887,12/01/2023,803,M1,14,77,5,HE,3.45,5,119.31
9888,25/01/2023,879,F3,135,85,1,HE,6.67,4,30.08
9889,30/01/2023,255,F2,94,11,4,HN,2.68,1,128.12
9890,11/01/2023,483,F2,201,70,5,HN,6.6,4,48.21
9891,12/01/2023,232,M1,157,94,3,HN,5.1,4,60.45
9892,06/01/2023,584,M1,47,76,6,HN,2.12,2,18.7
9893,12/01/2023,787,F2,84,88,7,HN,1.88,2,146.42
9894,19/01/2023,773,M1,204,39,6,HE,7.08,2,59.77
9895,08/01/2023,559,F2,44,93,7,HE,5.23,2,103.77
9896,15/01/2023,327,F3,133,37,5,HE,6.81,4,106.19
9897,11/01/2023,755,F3,124,55,4,HN,6.93,2,83.11
9898,12/01/2023,10,F2,166,56,2,HE,1.95,4,65.84
9899,13/01/2023,165,M1,168,25,5,HE,6.0,1,80.16
9900,21/01/2023,183,F2,60,53,6,HN,4.71,2,118.11
9901,24/01/2023,670,F2,176,47,2,HE,1.17,1,82.44
9902,16/01/2023,909,F2,219,58,4,HN,1.6,4,92.58
9903,17/01/2023,870,F2,48,88,5,HE,4.58,4,92.6
9904,07/01/2023,764,F2,163,18,1,HN,5.67,4,118.21
9905,28/01/2023,49,M1,25,88,3,HE,4.05,3,93.37
9906,13/01/2023,403,F3,202,68,2,HN,5.85,2,74.95
9907,22/01/2023,388,F3,225,76,3,HN,5.8,2,70.54
9908,29/01/2023,632,M1,117,87,6,HE,2.73,4,54.2
9909,11/01/2023,85,F2,146,7,2,HN,1.93,1,84.33
9910,19/01/2023,783,M1,184,24,2,HN,4.69,2,111.06
9911,03/01/2023,154,F2,178,33,5,HN,4.17,1,34.83
9912,19/01/2023,100,F2,243,88,2,HE,3.28,2,23.05
9913,10/01/2023,488,F3,128,13,5,HN,7.27,3,115.08
9914,14/01/2023,643,F3,120,5,2,HN,2.44,5,105.87
9915,27/01/2023,95,F3,82,20,1,HE,5.93,4,79.87
9916,24/01/2023,336,F2,121,37,1,HE,7.09,1,4.31
9917,29/01/2023,730,F2,240,20,5,HN,4.3,2,71.17
9918,04/01/2023,43,F3,230,39,3,HE,7.21,1,113.83
9919,11/01/2023,238,M1,20,67,7,HE,7.05,4,102.52
9920,11/01/2023,908,F2,212,47,2,HE,7.61,4,43.71
9921,08/01/2023,660,F2,121,63,5,HE,2.41,4,99.74
9922,05/01/2023,840,M1,79,98,6,HE,1.92,1,90.73
9923,16/01/2023,451,M1,163,57,7,HN,6.88,3,62.11
9924,19/01/2023,483,F3,74,37,6,HE,6.92,4,72.88
9925,09/01/2023,792,F2,198,8,3,HE,3.25,4,96.75
9926,28/01/2023,813,F2,197,69,3,HN,2.9,5,107.19
9927,06/01/2023,51,F2,201,46,5,HN,4.09,4,93.17
9928,04/01/2023,640,F3,212,15,6,HN,4.54,3,38.13
9929,08/01/2023,179,M1,69,98,5,HN,5.35,5,45.19
9930,04/01/2023,741,F2,7,91,3,HN,7.56,5,115.13
9931,14/01/2023,938,F3,154,83,3,HN,6.39,1,1.72
9932,10/01/2023,271,F3,125,42,5,HN,1.5,2,38.99
9933,28/01/2023,167,M1,140,84,3,HN,7.15,3,98.6
9934,08/01/2023,692,M1,190,32,3,HN,4.42,1,31.88
9935,20/01/2023,833,F2,101,2,1,HN,5.13,2,120.57
9936,11/01/2023,650,F3,41,80,5,HN,5.6,5,59.34
9937,25/01/2023,507,M1,40,24,4,HE,3.96,1,119.77
9938,30/01/2023,84,F2,56,26,5,HE,2.79,2,21.9
9939,16/01/2023,818,M1,177,76,1,HE,7.31,5,146.75
9940,26/01/2023,928,F3,167,63,1,HE,1.4,2,79.41
9941,19/01/2023,34,M1,110,65,3,HN,4.69,1,128.6
9942,25/01/2023,94,F2,69,100,5,HN,2.6,3,86.65
9943,11/01/2023,41,M1,86,57,2,HN,6.15,4,116.54
9944,02/01/2023,80,M1,182,12,2,HE,5.68,2,139.99
9945,18/01/2023,517,F3,236,77,2,HN,3.43,2,23.56
9946,30/01/2023,96,F2,98,38,1,HE,5.15,3,87.56
9947,02/01/2023,177,F2,174,43,6,HE,3.9,5,19.91
9948,11/01/2023,809,F3,172,87,1,HN,4.37,2,49.48
9949,22/01/2023,1,F3,167,38,6,HN,5.48,5,110.55
9950,20/01/2023,152,M1,202,88,1,HN,3.37,1,42.34
9951,25/01/2023,596,F2,5,80,3,HN,7.45,5,56.83
9952,03/01/2023,557,F3,55,98,5,HN,3.13,5,50.0
9953,27/01/2023,591,M1,193,89,3,HE,3.47,5,55.49
9954,06/01/2023,244,F3,214,69,2,HN,5.07,5,71.54
9955,07/01/2023,88,F2,129,47,6,HE,7.77,1,129.12
9956,27/01/2023,569,M1,116,17,4,HE,1.8,2,75.43
9957,17/01/2023,509,F2,242,13,2,HE,7.5,1,148.88
9958,30/01/2023,871,F2,215,96,4,HN,6.17,5,149.92
9959,24/01/2023,118,F2,195,13,2,HN,4.13,2,88.13
9960,08/01/2023,220,F2,15,35,6,HE,5.78,3,28.97
9961,04/01/2023,470,F2,144,92,4,HE,7.49,1,134.14
9962,30/01/2023,950,F2,158,10,2,HE,7.14,3,148.82
9963,10/01/2023,603,M1,225,27,5,HE,3.53,3,24.32
9964,28/01/2023,162,M1,166,6,1,HE,2.94,4,18.7
9965,04/01/2023,769,M1,250,76,1,HN,4.83,5,63.58
9966,11/01/2023,879,F2,38,22,5,HE,2.93,1,53.01
9967,01/01/2023,921,F3,44,39,3,HE,6.87,2,31.72
9968,14/01/2023,778,F3,67,44,4,HE,4.47,2,40.46
9969,01/01/2023,799,F2,95,88,1,HE,4.63,5,66.82
9970,23/01/2023,267,F3,27,79,7,HE,6.46,5,128.17
9971,09/01/2023,174,F2,222,19,6,HN,7.66,4,49.78
9972,07/01/2023,743,F3,186,94,2,HN,3.92,1,63.45
9973,22/01/2023,778,M1,127,4,2,HE,1.44,2,67.63
9974,14/01/2023,450,M1,81,58,3,HE,3.42,3,62.14
9975,26/01/2023,176,F3,197,17,3,HN,5.03,4,128.34
9976,18/01/2023,892,M1,69,40,3,HN,1.86,3,29.32
9977,09/01/2023,441,M1,65,62,7,HN,2.76,4,37.61
9978,16/01/2023,267,F3,84,92,7,HN,2.85,4,48.53
9979,17/01/2023,530,F2,216,28,2,HE,2.74,5,97.42
9980,05/01/2023,701,F3,43,72,5,HE,4.71,2,127.8
9981,15/01/2023,960,F3,202,64,2,HE,3.03,3,46.32
9982,26/01/2023,543,F2,66,69,5,HN,4.79,5,20.31
9983,20/01/2023,250,M1,46,3,3,HN,2.02,1,18.29
9984,16/01/2023,586,M1,136,92,5,HN,5.55,4,147.1
9985,29/01/2023,732,F3,104,46,3,HN,4.53,1,142.92
9986,14/01/2023,608,F2,16,18,2,HN,5.04,1,67.42
9987,17/01/2023,213,F2,160,19,1,HN,5.56,3,96.27
9988,03/01/2023,477,F2,180,1,4,HE,1.91,2,139.7
9989,10/01/2023,750,M1,94,45,5,HN,5.77,3,36.87
9990,22/01/2023,18,F3,10,80,7,HE,2.6,3,142.52
9991,23/01/2023,234,F3,4,51,2,HE,1.95,1,94.69
9992,08/01/2023,431,F3,233,85,3,HE,2.6,1,81.03
9993,25/01/2023,380,F2,13,36,3,HE,7.35,4,68.62
9994,16/01/2023,1,F2,171,85,1,HE,4.45,2,38.05
9995,02/01/2023,100,F3,180,42,4,HN,4.23,4,117.11
9996,03/01/2023,790,F2,151,14,7,HE,4.5,3,107.55
9997,02/01/2023,51,M1,180,35,4,HE,4.08,2,31.47
9998,21/01/2023,263,F3,207,42,4,HE,3.84,1,88.52
9999,21/01/2023,654,F3,235,31,1,HN,1.73,5,112.61
10000,06/01/2023,464,F2,235,4,6,HN,2.64,5,80.03
10001,17/01/2023,929,M1,96,18,1,HN,1.32,3,102.06
10002,07/01/2023,648,F2,117,26,3,HE,5.69,3,14.12
10003,21/01/2023,876,F3,207,1,5,HE,2.08,1,17.68
10004,11/01/2023,257,F3,209,70,7,HN,6.12,3,23.75
10005,30/01/2023,413,M1,197,51,5,HE,2.64,3,87.54
10006,17/01/2023,676,F3,23,51,5,HN,7.72,2,100.74
10007,12/01/2023,343,M1,65,21,5,HE,7.98,2,93.47
10008,01/01/2023,210,F2,219,65,4,HE,5.64,4,85.42
10009,19/01/2023,353,F2,168,100,2,HE,4.13,3,130.79
10010,10/01/2023,454,M1,10,79,6,HN,7.87,5,108.66
10011,24/01/2023,604,F3,11,53,4,HN,7.4,4,2.08
10012,11/01/2023,800,F2,25,4,2,HE,3.38,2,146.34
10013,10/01/2023,215,F2,28,8,7,HN,3.93,1,12.51
10014,12/01/2023,373,F3,194,14,1,HE,5.91,3,74.41
10015,29/01/2023,287,M1,167,3,3,HN,6.27,4,125.61
10016,18/01/2023,848,F3,13,59,6,HN,4.5,4,131.67
10017,27/01/2023,74,M1,31,29,1,HE,2.5,4,72.85
10018,08/01/2023,749,F2,80,97,1,HN,6.97,4,64.59
10019,09/01/2023,454,F3,228,47,3,HE,4.32,5,34.05
10020,30/01/2023,233,F3,142,33,1,HN,1.09,3,92.94
10021,20/01/2023,37,F3,190,57,3,HN,7.19,1,116.93
10022,29/01/2023,434,F3,147,98,3,HE,5.03,5,82.23
10023,04/01/2023,449,M1,51,70,7,HE,7.09,1,67.25
10024,03/01/2023,757,F3,33,94,1,HE,5.16,2,52.4
10025,21/01/2023,552,F2,56,12,6,HE,3.87,1,95.98
10026,08/01/2023,571,F2,38,11,2,HE,4.36,3,8.46
